file_path	decision	rules		
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172QP0.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172QP0\NSS-2016-172QP0\tute.damselfashion.com\civis\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172QWH.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172QWH\NSS-2016-172QWH\sch.tshirtbeast.com\forums\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172SK1.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172SK1\NSS-2016-172SK1\dt.intelligentdeswine.com\boards\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172T4L.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172T4L\NSS-2016-172T4L\alt.myvetce.net\forums\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172T5T.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172T5T\NSS-2016-172T5T\quackstehelln.tesbihlend.com\boards\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172TT9.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172TT9\NSS-2016-172TT9\rrt.purevetce.com\boards\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172W4P.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172W4P\NSS-2016-172W4P\ssn.newweedgum.com\forums\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172WK5.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172WK5\NSS-2016-172WK5\mms.theusreserve.com\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172WV5.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172WV5\NSS-2016-172WV5\i.unitedstatesassociatedpress.com\civis\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172X6G.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172X6G\NSS-2016-172X6G\l.unitedstatesassociatedpress.net\civis\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172Y39.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172Y39\NSS-2016-172Y39\box.getvetce.info\forums\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172YSV.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172YSV\NSS-2016-172YSV\log.getvetce.org\boards\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172YT0.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172YT0\NSS-2016-172YT0\log.getvetce.org\boards\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172Z31.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172Z31\NSS-2016-172Z31\zara.excusemyrussian.com\boards\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-172Z4Q.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-172Z4Q\NSS-2016-172Z4Q\zara.excusemyrussian.com\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1731NB.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1731NB\NSS-2016-1731NB\brook.brightonbitches.com\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-17320L.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-17320L\NSS-2016-17320L\brook.brightonbitches.com\boards\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-173271.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-173271\NSS-2016-173271\brook.brightonbitches.com\forums\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1733G4.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1733G4\NSS-2016-1733G4\kap.jewcy.love\boards\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1733V2.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1733V2\NSS-2016-1733V2\fla.2020kanyeforpresident.com\boards\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1735RH.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1735RH\NSS-2016-1735RH\az.mightyjews.com\boards\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1735V1.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1735V1\NSS-2016-1735V1\blog.agoodbuzz.com\forums\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1737CN.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1737CN\NSS-2016-1737CN\zip.speed-smile.com\boards\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1737JN.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1737JN\NSS-2016-1737JN\zip.speed-smile.com\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1738GZ.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1738GZ\NSS-2016-1738GZ\toy.threeblondemice.com\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1738RC.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1738RC\NSS-2016-1738RC\toy.threeblondemice.com\boards\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1738S1.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1738S1\NSS-2016-1738S1\gag.wildflowerlaine.com\civis\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-1739ZQ.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-1739ZQ\NSS-2016-1739ZQ\home.menszinnig.com\civis\viewtopic.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-173B2Y.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-173B2Y\NSS-2016-173B2Y\home.menszinnig.com\forums\index.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-173MB0.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-173MB0\NSS-2016-173MB0\geradlinige.angelworkslab.com\boards\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-173N9K.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-173N9K\NSS-2016-173N9K\fitimezone.aarpcedarpark.org\civis\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-173P7R.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-173P7R\NSS-2016-173P7R\eneuenemhallullo.paytheinsurance.com\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-173PQB.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-173PQB\NSS-2016-173PQB\gaster.jeffreytraviscpa.com\civis\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-173PS2.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-173PS2\NSS-2016-173PS2\gaster.jeffreytraviscpa.com\civis\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-173QSK.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-173QSK\NSS-2016-173QSK\hiemabunttoughmuscled.orlandoirrigationsystem.com\forums\search.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
C:\Users\michael_du\Desktop\for_michael\NSS-2016-173RLT.saz	TRUE	c:\users\michae~1\appdata\local\temp\NSS-2016-173RLT\NSS-2016-173RLT\back.cryobarboca.com\civis\viewforum.php	malicious	JS.SIG.UnescapeParamTooLong.A;JS.HEU.LikeAnglerEK.A;VBS.SPEC.CVE-2014-6332.B;JS.SIG.CheckAV.I;
